id,producer_id,certification_level_id,status,certification_date,expiration_date
dbc6d523-99f5-4fa3-86db-b23a2896a2a7,c27bb743-cb54-4bc9-a775-27594b94edcc,caa41e79-0fae-4e05-a178-6126ab2730d7,active,,
