id,created_at,name,desc,url,logoURL
70356494-cbc2-4f76-b3ef-424bcfb9453b,2024-08-29T20:23:27.452881+00:00,Ancient Nutrition,What began as a mission to create high-quality supplements has grown into a steadfast commitment to transform the way we grow our food.,https://ancientnutrition.com/,1921cdda-bc22-4bae-9f8a-d479cbe57c3a
