id,created_at,url,location_simple,desc,name,status
c27bb743-cb54-4bc9-a775-27594b94edcc,2024-08-29T18:58:10.034858+00:00,https://tablascreek.com/,"Paso Robles, California","Tablas Creek is a pioneer of California's Rhone movement, and the world's first Regenerative Organic Certified™ vineyard.",Tablas Creek Vineyard,active
