id,product_id,certification_level_id,status,certification_date,expiration_date,claim_id
4fe90bab-5224-400e-af8a-1d67d92ffd05,398a0cc7-c056-4257-9b7a-56d8c3ac755b,f2323454-876c-44a0-8ade-e2ea06b544a6,active,,,
