id,function_name,log_message,created_at
96,monitor_all_changes,Attempting to send webhook to GitHub. URL: https://api.github.com/repos/Meaningful-Bites/data/dispatches,2024-09-04T19:36:37.26718+00:00
97,monitor_all_changes,"HTTP Response - Status: 422, Content: {""message"":""client_payload is too large."",""documentation_url"":""https://docs.github.com/rest/repos/repos#create-a-repository-dispatch-event"",""status"":""422""}",2024-09-04T19:36:37.26718+00:00
98,monitor_all_changes,Function completed,2024-09-04T19:36:37.26718+00:00
99,monitor_all_changes,Function started,2024-09-04T19:38:47.78805+00:00
100,monitor_all_changes,GitHub PAT retrieved from Vault: Yes (First 4 chars: ghp_),2024-09-04T19:38:47.78805+00:00
101,monitor_all_changes,Processing table: certifications,2024-09-04T19:38:47.78805+00:00
102,monitor_all_changes,Processing table: producers,2024-09-04T19:38:47.78805+00:00
103,monitor_all_changes,Processing table: rel_producers_categories,2024-09-04T19:38:47.78805+00:00
104,monitor_all_changes,Processing table: producer_categories,2024-09-04T19:38:47.78805+00:00
105,monitor_all_changes,Processing table: rel_producers_certifications,2024-09-04T19:38:47.78805+00:00
106,monitor_all_changes,Processing table: rel_brands_certifications,2024-09-04T19:38:47.78805+00:00
107,monitor_all_changes,Processing table: brands,2024-09-04T19:38:47.78805+00:00
108,monitor_all_changes,Processing table: rel_brands_categories,2024-09-04T19:38:47.78805+00:00
109,monitor_all_changes,Processing table: brand_categories,2024-09-04T19:38:47.78805+00:00
110,monitor_all_changes,Processing table: test_table,2024-09-04T19:38:47.78805+00:00
111,monitor_all_changes,Processing table: function_logs,2024-09-04T19:38:47.78805+00:00
